ecoregion	scenario	extinction	ex_sp	int_space	fun_space	phy_space	connectance	nodf	mod	h2	fc
chaco	45_land_61	45	B_ran	0.140382233	0.047209636	0.005427565	0.287272727	52.75013758	0.236967953	0.206616469	231.4683544
chaco	45_land_61	50	L_pod	0.140098174	0.046354623	0.005564132	0.292	50.76566952	0.239525693	0.214094788	227.3298845
chaco	45_land_61	55	L_fus	0.134528135	0.040727859	0.005673183	0.311111111	50.97467058	0.239705599	0.217342451	225.2970512
chaco	45_land_61	60	P_bil	0.088929685	0.042642668	0.006343266	0.34	53.31551621	0.233894367	0.202410742	219.2998403
chaco	45_land_61	65	D_nan	0.070224926	0.04154003	0.006653868	0.337142857	51.72807333	0.209228024	0.211533334	204.6412613
chaco	45_land_61	70	P_alb	0.032170981	0.041545973	0.006116506	0.386666667	51.72924298	0.203572775	0.201697932	199.1713687
chaco	45_land_61	75	L_cha	0.0320464	0.036429662	0.006990725	0.4	45.72911751	0.224896583	0.305840929	92.86788034
chaco	85_land_41	0	0	0.2343768	0.04931843	0.004736432	0.2134615	44.0493	0.285038	0.2596836	302.7442
chaco	85_land_41	5	E_mat	0.2339133	0.048624097	0.004818577	0.222672065	45.31511863	0.280302437	0.254818946	299.9813859
chaco	85_land_41	10	S_con	0.22935639	0.046754429	0.004844679	0.226495726	45.89618569	0.275232722	0.254193831	295.875645
chaco	85_land_41	15	R_dip	0.226265649	0.068878267	0.004977843	0.24	49.29673569	0.262573542	0.236365431	266.6981337
chaco	85_land_41	20	P_mot	0.224965212	0.069139559	0.005227447	0.245	49.98410155	0.264524247	0.237915651	262.7836536
chaco	85_land_41	25	B_pun	0.19036838	0.065573824	0.005419355	0.250666667	50.73601125	0.266366372	0.235693242	258.4369016
chaco	85_land_41	30	P_pla	0.159484844	0.061165842	0.005016739	0.248571429	50.55177311	0.270110766	0.238792638	251.5312238
chaco	85_land_41	35	T_typ	0.155429672	0.057733574	0.005126598	0.261538462	50.65158423	0.270509754	0.240963934	249.5439716
chaco	85_land_41	40	R_ber	0.145324933	0.056933428	0.00526831	0.27	52.16884929	0.239099813	0.207638342	234.7077191
chaco	85_land_41	45	L_fus	0.14647422	0.056698912	0.005224663	0.283636364	52.62673047	0.239381741	0.2096881	233.0150733
chaco	85_land_41	50	B_ran	0.135121578	0.044090214	0.005381699	0.304	52.90576613	0.237190981	0.208088214	229.6740193
chaco	85_land_41	55	D_nan	0.114913591	0.039367045	0.005656652	0.297777778	52.40489545	0.213326524	0.216981494	214.4695599
chaco	85_land_41	60	P_bil	0.070296737	0.037347305	0.006570746	0.325	54.99403924	0.205970195	0.199923707	208.8173484
chaco	85_land_41	65	L_pod	0.070224926	0.04154003	0.006653868	0.337142857	51.72807333	0.209228024	0.211533334	204.6412613
chaco	85_land_41	70	P_alb	0.032170981	0.041545973	0.006116506	0.386666667	51.72924298	0.203572775	0.201697932	199.1713687
chaco	85_land_41	75	L_cha	0.0320464	0.036429662	0.006990725	0.4	45.72911751	0.224896583	0.305840929	92.86788034
chaco	85_land_61	0	0	0.2343768	0.04931843	0.004736432	0.2134615	44.0493	0.285038	0.2596836	302.7442
chaco	85_land_61	5	E_mat	0.2339133	0.048624097	0.004818577	0.222672065	45.31511863	0.280302437	0.254818946	299.9813859
chaco	85_land_61	10	S_con	0.22935639	0.046754429	0.004844679	0.226495726	45.89618569	0.275232722	0.254193831	295.875645
chaco	85_land_61	15	R_dip	0.226265649	0.068878267	0.004977843	0.24	49.29673569	0.262573542	0.236365431	266.6981337
chaco	85_land_61	20	B_pun	0.194538471	0.065062869	0.005164088	0.245	50.38691368	0.264406023	0.235632048	263.2790604
chaco	85_land_61	25	R_ber	0.193759379	0.06478602	0.005574952	0.250666667	51.42531166	0.237274288	0.209851687	248.6222093
chaco	85_land_61	30	P_mot	0.165103716	0.064952846	0.005836399	0.257142857	52.13004209	0.238286186	0.210465338	243.8444257
chaco	85_land_61	35	L_fus	0.164954074	0.066095901	0.005798967	0.267692308	52.54101902	0.23817068	0.211088019	242.3521656
chaco	85_land_61	40	P_pla	0.149348404	0.061640611	0.005122357	0.266666667	52.62584903	0.239099813	0.207940395	235.1836217
chaco	85_land_61	45	T_typ	0.14647422	0.056698912	0.005224663	0.283636364	52.62673047	0.239381741	0.2096881	233.0150733
chaco	85_land_61	50	L_pod	0.146589279	0.053345401	0.005511369	0.288	50.85745696	0.242085664	0.217940083	228.8737334
chaco	85_land_61	55	D_nan	0.130271742	0.046925186	0.005672568	0.28	49.71144307	0.218466749	0.230343381	213.4763727
chaco	85_land_61	60	P_bil	0.091726625	0.045187725	0.006346195	0.305	51.94525876	0.211030176	0.213140428	207.9731324
chaco	85_land_61	65	B_ran	0.070224926	0.04154003	0.006653868	0.337142857	51.72807333	0.209228024	0.211533334	204.6412613
chaco	85_land_61	70	P_alb	0.032170981	0.041545973	0.006116506	0.386666667	51.72924298	0.203572775	0.201697932	199.1713687
chaco	85_land_61	75	S_nas	0.004472042	0.029462189	0.006822068	0.448	50.33240281	0.202606833	0.201056328	191.9548373
cerrado	45_clim_41	0	0	0.2015737	0.0483203	0.004906738	0.2236842	20.955	0.3079148	0.3353672	118.6157
cerrado	45_clim_41	5	D_jim	0.189251912	0.048059743	0.005755054	0.224537037	21.31012086	0.306218282	0.338843188	116.6264083
cerrado	45_clim_41	11	P_dun	0.177754297	0.042962752	0.005831836	0.232843137	21.59341333	0.305265268	0.33675319	115.2584464
cerrado	45_clim_41	16	B_geo	0.175413283	0.042073689	0.005722476	0.258522727	24.49616227	0.296047677	0.325946593	112.6152003
cerrado	45_clim_41	21	L_lab	0.182482197	0.064321029	0.004723583	0.251515152	25.03607504	0.293091464	0.321767206	108.0997632
cerrado	45_clim_41	26	P_mot	0.162328176	0.06630627	0.0047614	0.262987013	25.15410314	0.295380204	0.320149391	105.8045392
cerrado	45_clim_41	32	B_pun	0.137109572	0.064912647	0.005388146	0.278388278	29.24953904	0.291547185	0.311716079	103.057182
cerrado	45_clim_41	37	P_azu	0.135780507	0.059855249	0.005080824	0.285714286	29.60381507	0.288385313	0.312997299	98.37480685
cerrado	45_clim_41	42	S_fut	0.135164548	0.059380481	0.005426591	0.277056277	29.54559068	0.299430267	0.341618869	91.48382079
cerrado	45_clim_41	47	P_pla	0.132739892	0.046356677	0.005613459	0.285714286	29.40918994	0.298099788	0.335925368	87.63889493
cerrado	45_clim_41	53	P_cuv	0.098859099	0.045544208	0.005930207	0.296296296	31.35911965	0.299314123	0.318871122	82.54061103
cerrado	45_clim_41	58	D_min	0.094567722	0.042158262	0.00555387	0.31547619	29.69612087	0.29431194	0.321040099	74.53552637
cerrado	45_clim_41	63	B_ran	0.084280412	0.036766632	0.006023591	0.315789474	31.09375	0.287873111	0.330965189	68.71127724
cerrado	45_clim_41	68	S_fus	0.066792643	0.034494545	0.006291801	0.342592593	32.88690476	0.272575099	0.310626313	64.55306968
cerrado	45_clim_41	74	B_alb	0.031072214	0.017068051	0.007388965	0.4	35.8974359	0.244731934	0.299068919	59.22127812
cerrado	45_clim_41	79	D_nan	NA	0.016437231	0.006329695	0.416666667	38.36805556	0.207405399	0.338429078	31.57498025
cerrado	45_clim_61	0	0	0.2015737	0.0483203	0.004906738	0.2236842	20.955	0.3079148	0.3353672	118.6157
cerrado	45_clim_61	5	D_jim	0.189251912	0.048059743	0.005755054	0.224537037	21.31012086	0.299897768	0.338843188	116.6264083
cerrado	45_clim_61	11	L_lab	0.198433972	0.065498941	0.004584194	0.218137255	21.37111405	0.29933794	0.334754691	112.199132
cerrado	45_clim_61	16	P_mot	0.188043696	0.067944281	0.004615134	0.2265625	21.44545199	0.298175712	0.333783139	109.9060165
cerrado	45_clim_61	21	B_geo	0.194390604	0.06714635	0.004811138	0.251515152	24.58468615	0.293897082	0.321953425	107.2281853
cerrado	45_clim_61	26	P_dun	0.162328176	0.06630627	0.0047614	0.262987013	25.15410314	0.290612197	0.320149391	105.8045392
cerrado	45_clim_61	32	B_pun	0.137109572	0.064912647	0.005388146	0.278388278	29.24953904	0.291998619	0.311716079	103.057182
cerrado	45_clim_61	37	S_fut	0.136267475	0.064883094	0.005613323	0.26984127	28.75365979	0.307563391	0.331327958	96.06639171
cerrado	45_clim_61	42	P_azu	0.135164548	0.059380481	0.005426591	0.277056277	29.54559068	0.308361659	0.341618869	91.48382079
cerrado	45_clim_61	47	P_cuv	0.098460302	0.057720292	0.005709294	0.285714286	31.59966613	0.299562276	0.323769913	86.57459457
cerrado	45_clim_61	53	D_min	0.095269936	0.049987868	0.0052533	0.301587302	30.62063727	0.292820456	0.321906144	78.48238881
cerrado	45_clim_61	58	P_pla	0.094567722	0.042158262	0.00555387	0.31547619	29.69612087	0.292208802	0.321040099	74.53552637
cerrado	45_clim_61	63	B_alb	0.086390512	0.040037622	0.006023591	0.342857143	31.48188042	0.291376934	0.32119085	69.43267229
cerrado	45_clim_61	68	B_ran	0.075341413	0.028019295	0.006378406	0.362745098	33.79690949	0.264834485	0.325055711	63.6262403
cerrado	45_clim_61	74	D_nan	0.071168197	0.024336873	0.007388965	0.357142857	29.92574257	0.25650981	0.402759578	35.35559312
cerrado	45_clim_61	79	S_fus	NA	0.016437231	0.006329695	0.416666667	38.36805556	0.207405399	0.338429078	31.57498025
cerrado	85_clim_41	0	0	0.2015737	0.0483203	0.004906738	0.2236842	20.955	0.3079148	0.3353672	118.6157
cerrado	85_clim_41	5	D_jim	0.189251912	0.048059743	0.005755054	0.224537037	21.31012086	0.302573351	0.338843188	116.6264083
cerrado	85_clim_41	11	L_lab	0.198433972	0.065498941	0.004584194	0.218137255	21.37111405	0.298840806	0.334754691	112.199132
cerrado	85_clim_41	16	P_mot	0.188043696	0.067944281	0.004615134	0.2265625	21.44545199	0.294185488	0.333783139	109.9060165
cerrado	85_clim_41	21	B_geo	0.194390604	0.06714635	0.004811138	0.251515152	24.58468615	0.293752127	0.321953425	107.2281853
cerrado	85_clim_41	26	B_pun	0.142169528	0.066059659	0.005890833	0.265306122	28.60800698	0.292318861	0.313983094	104.5855402
cerrado	85_clim_41	32	S_fut	0.142898636	0.065580562	0.006166518	0.256410256	27.70440015	0.302634934	0.334289562	97.52827573
cerrado	85_clim_41	37	P_dun	0.136267475	0.064883094	0.005613323	0.26984127	28.75365979	0.299979489	0.331327958	96.06639171
cerrado	85_clim_41	42	P_azu	0.135164548	0.059380481	0.005426591	0.277056277	29.54559068	0.297871141	0.341618869	91.48382079
cerrado	85_clim_41	47	P_cuv	0.098460302	0.057720292	0.005709294	0.285714286	31.59966613	0.299562276	0.323769913	86.57459457
cerrado	85_clim_41	53	P_pla	0.098859099	0.045544208	0.005930207	0.296296296	31.35911965	0.299314123	0.318871122	82.54061103
cerrado	85_clim_41	58	D_min	0.094567722	0.042158262	0.00555387	0.31547619	29.69612087	0.29431194	0.321040099	74.53552637
cerrado	85_clim_41	63	B_alb	0.086390512	0.040037622	0.006023591	0.342857143	31.48188042	0.291376934	0.32119085	69.43267229
cerrado	85_clim_41	68	D_nan	0.08164414	0.03785506	0.006291801	0.333333333	27.42890212	0.305819789	0.383293433	40.75425905
cerrado	85_clim_41	74	B_ran	0.071168197	0.024336873	0.007388965	0.357142857	29.92574257	0.25650981	0.402759578	35.35559312
cerrado	85_clim_41	79	S_fus	NA	0.016437231	0.006329695	0.416666667	38.36805556	0.207405399	0.338429078	31.57498025
cerrado	85_clim_61	0	0	0.2015737	0.0483203	0.004906738	0.2236842	20.955	0.3079148	0.3353672	118.6157
cerrado	85_clim_61	5	D_jim	0.189251912	0.048059743	0.005755054	0.224537037	21.31012086	0.298733365	0.338843188	116.6264083
cerrado	85_clim_61	11	L_lab	0.198433972	0.065498941	0.004584194	0.218137255	21.37111405	0.302234198	0.334754691	112.199132
cerrado	85_clim_61	16	B_alb	0.189213463	0.065184992	0.00593676	0.22826087	21.79672056	0.306380467	0.338979909	106.9153137
cerrado	85_clim_61	21	P_cuv	0.188819792	0.064560442	0.004075151	0.231884058	22.18624795	0.30499133	0.330099412	102.1293078
cerrado	85_clim_61	26	S_fut	0.189405343	0.064226754	0.005358213	0.223602484	22.29252659	0.301407566	0.350454418	95.00776383
cerrado	85_clim_61	32	P_dun	0.169132588	0.064746723	0.004432125	0.234113712	22.65950397	0.303414428	0.341194606	93.50219557
cerrado	85_clim_61	37	B_geo	0.135510834	0.064026642	0.004700451	0.261904762	26.90324571	0.297568084	0.324886502	90.65338685
cerrado	85_clim_61	42	B_pun	0.132096116	0.063354865	0.004874603	0.277272727	31.80490032	0.29192215	0.31653802	87.80127161
cerrado	85_clim_61	47	P_azu	0.123135628	0.055486701	0.005367828	0.285	33.12993153	0.286829644	0.327303196	83.46807202
cerrado	85_clim_61	53	D_min	0.12158156	0.046764329	0.005052881	0.3	32.54871726	0.289931878	0.326132037	75.52336645
cerrado	85_clim_61	58	P_mot	0.092818265	0.047661075	0.006022743	0.325	32.67282921	0.291599399	0.322231485	73.31522308
cerrado	85_clim_61	63	S_fus	0.080067423	0.045212013	0.006023591	0.335714286	32.70620901	0.277671146	0.318732106	69.22709716
cerrado	85_clim_61	68	P_pla	0.049790633	0.036974505	0.006291801	0.358333333	31.7122444	0.274519477	0.318443154	65.5000623
cerrado	85_clim_61	74	D_nan	0.039113988	0.032413591	0.007388965	0.344444444	26.18438991	0.286085135	0.394710312	37.23591753
cerrado	85_clim_61	79	L_pod	NA	0.024686364	0.008246451	0.359375	22.79541446	0.309630088	0.523702811	22.28917821
cerrado	45_land_41	0	0	0.2015737	0.0483203	0.004906738	0.2236842	20.955	0.3079148	0.3353672	118.6157
cerrado	45_land_41	5	P_azu	0.196157467	0.044069111	0.005318293	0.226851852	21.23649078	0.306424655	0.334896721	114.3635546
cerrado	45_land_41	11	B_geo	0.18557154	0.043643805	0.005485722	0.251336898	24.1436848	0.302696324	0.324305696	111.801442
cerrado	45_land_41	16	P_mot	0.186892139	0.043676651	0.005598498	0.261363636	24.11256439	0.300547522	0.320966521	109.4487101
cerrado	45_land_41	21	D_jim	0.160473184	0.043711058	0.00551686	0.263636364	24.45122999	0.303185801	0.323090595	107.3980663
cerrado	45_land_41	26	B_pun	0.157187607	0.044122937	0.0068832	0.266233766	26.48691888	0.301479396	0.319243681	104.6425145
cerrado	45_land_41	32	P_dun	0.15841518	0.042446913	0.005229553	0.27972028	26.95850087	0.299864981	0.31688614	103.0928592
cerrado	45_land_41	37	P_cuv	0.14683014	0.041144639	0.005551933	0.287878788	26.61675679	0.300509186	0.311233578	97.87768
cerrado	45_land_41	42	L_lab	0.098275732	0.058002585	0.005332975	0.294372294	29.97011898	0.292649105	0.301748651	93.38623708
cerrado	45_land_41	47	D_min	0.095888498	0.054437974	0.005271832	0.30952381	28.63608069	0.280689685	0.301817555	82.42174618
cerrado	45_land_41	53	P_pla	0.095358393	0.042985487	0.005482258	0.322751323	28.23581342	0.282129543	0.295337809	78.79775518
cerrado	45_land_41	58	S_fut	0.094567722	0.042158262	0.00555387	0.31547619	29.69612087	0.292208802	0.321040099	74.53552637
cerrado	45_land_41	63	S_fus	0.088772033	0.039361197	0.007124975	0.326530612	29.65805239	0.284830155	0.31807079	70.70181561
cerrado	45_land_41	68	B_ran	0.066792643	0.034494545	0.006291801	0.342592593	32.88690476	0.272575099	0.310626313	64.55306968
cerrado	45_land_41	74	L_pod	0.063903907	0.028834043	0.007044276	0.341176471	28.94977169	0.315289098	0.424190198	56.03624678
cerrado	45_land_41	79	D_nan	0.055707636	0.02432272	0.008246451	0.354166667	24.30555556	0.380473747	0.585510302	21.9191219
cerrado	45_land_61	0	0	0.2015737	0.0483203	0.004906738	0.2236842	20.955	0.3079148	0.3353672	118.6157
cerrado	45_land_61	5	P_azu	0.196157467	0.044069111	0.005318293	0.226851852	21.23649078	0.307095044	0.334896721	114.3635546
cerrado	45_land_61	11	B_geo	0.18557154	0.043643805	0.005485722	0.251336898	24.1436848	0.300111599	0.324305696	111.801442
cerrado	45_land_61	16	P_mot	0.186892139	0.043676651	0.005598498	0.261363636	24.11256439	0.300635149	0.320966521	109.4487101
cerrado	45_land_61	21	D_jim	0.160473184	0.043711058	0.00551686	0.263636364	24.45122999	0.297390154	0.323090595	107.3980663
cerrado	45_land_61	26	B_pun	0.157187607	0.044122937	0.0068832	0.266233766	26.48691888	0.30182853	0.319243681	104.6425145
cerrado	45_land_61	32	L_lab	0.136345456	0.058273943	0.006573963	0.271062271	29.30451589	0.293493232	0.316993315	100.0310274
cerrado	45_land_61	37	P_cuv	0.105721032	0.059314866	0.005592243	0.277777778	29.66420154	0.292374764	0.308068633	95.11808265
cerrado	45_land_61	42	D_min	0.101916408	0.055587304	0.005615507	0.29004329	28.4629312	0.282254134	0.308586621	83.71734511
cerrado	45_land_61	47	P_dun	0.095888498	0.054437974	0.005271832	0.30952381	28.63608069	0.286930233	0.301817555	82.42174618
cerrado	45_land_61	53	S_fut	0.095269936	0.049987868	0.0052533	0.301587302	30.62063727	0.292820456	0.321906144	78.48238881
cerrado	45_land_61	58	P_pla	0.094567722	0.042158262	0.00555387	0.31547619	29.69612087	0.292208802	0.321040099	74.53552637
cerrado	45_land_61	63	S_fus	0.088772033	0.039361197	0.007124975	0.326530612	29.65805239	0.284830155	0.31807079	70.70181561
cerrado	45_land_61	68	B_alb	0.049790633	0.036974505	0.006291801	0.358333333	31.7122444	0.274519477	0.318443154	65.5000623
cerrado	45_land_61	74	B_ran	0.031072214	0.017068051	0.007388965	0.4	35.8974359	0.244731934	0.299068919	59.22127812
cerrado	45_land_61	79	L_pod	0.027757808	0.009385673	0.008246451	0.4	29.12912913	0.262467871	0.449134209	51.34693155
cerrado	85_land_41	0	0	0.2015737	0.0483203	0.004906738	0.2236842	20.955	0.3079148	0.3353672	118.6157
cerrado	85_land_41	5	P_azu	0.196157467	0.044069111	0.005318293	0.226851852	21.23649078	0.300181532	0.334896721	114.3635546
cerrado	85_land_41	11	B_geo	0.18557154	0.043643805	0.005485722	0.251336898	24.1436848	0.301570022	0.324305696	111.801442
cerrado	85_land_41	16	D_jim	0.175043606	0.04363834	0.005402456	0.252840909	24.65670132	0.302796031	0.327691104	109.7229045
cerrado	85_land_41	21	P_mot	0.160473184	0.043711058	0.00551686	0.263636364	24.45122999	0.302090594	0.323090595	107.3980663
cerrado	85_land_41	26	B_pun	0.157187607	0.044122937	0.0068832	0.266233766	26.48691888	0.296125158	0.319243681	104.6425145
cerrado	85_land_41	32	L_lab	0.136345456	0.058273943	0.006573963	0.271062271	29.30451589	0.288089468	0.316993315	100.0310274
cerrado	85_land_41	37	P_cuv	0.105721032	0.059314866	0.005592243	0.277777778	29.66420154	0.288981606	0.308068633	95.11808265
cerrado	85_land_41	42	D_min	0.101916408	0.055587304	0.005615507	0.29004329	28.4629312	0.284978226	0.308586621	83.71734511
cerrado	85_land_41	47	P_pla	0.093343078	0.050431196	0.0062205	0.3	28.15428798	0.281722013	0.302911444	80.37628091
cerrado	85_land_41	53	S_fut	0.095607315	0.049348886	0.007293739	0.291005291	28.86589472	0.287260469	0.326279798	76.56312191
cerrado	85_land_41	58	P_dun	0.094567722	0.042158262	0.00555387	0.31547619	29.69612087	0.29431194	0.321040099	74.53552637
cerrado	85_land_41	63	S_fus	0.088772033	0.039361197	0.007124975	0.326530612	29.65805239	0.284830155	0.31807079	70.70181561
cerrado	85_land_41	68	B_alb	0.049790633	0.036974505	0.006291801	0.358333333	31.7122444	0.274519477	0.318443154	65.5000623
cerrado	85_land_41	74	B_ran	0.031072214	0.017068051	0.007388965	0.4	35.8974359	0.244731934	0.299068919	59.22127812
cerrado	85_land_41	79	D_nan	NA	0.016437231	0.006329695	0.416666667	38.36805556	0.207405399	0.338429078	31.57498025
cerrado	85_land_61	0	0	0.2015737	0.0483203	0.004906738	0.2236842	20.955	0.3079148	0.3353672	118.6157
cerrado	85_land_61	5	P_azu	0.196157467	0.044069111	0.005318293	0.226851852	21.23649078	0.306953362	0.334896721	114.3635546
cerrado	85_land_61	11	D_jim	0.183963041	0.044202354	0.005091527	0.227941176	21.62933951	0.300364475	0.337339457	112.3793973
cerrado	85_land_61	16	B_geo	0.175043606	0.04363834	0.005402456	0.252840909	24.65670132	0.301517125	0.327691104	109.7229045
cerrado	85_land_61	21	L_lab	0.183254658	0.058926865	0.005622023	0.245454545	25.0472948	0.293501915	0.325490155	105.1783426
cerrado	85_land_61	26	P_cuv	0.18335743	0.059553479	0.005059569	0.25	25.19538777	0.298551572	0.317994288	100.3983218
cerrado	85_land_61	32	B_pun	0.161303108	0.059116955	0.005281662	0.263736264	29.2817811	0.291371017	0.311073985	97.52741428
cerrado	85_land_61	37	B_alb	0.140076549	0.057068286	0.00608503	0.279166667	31.07583931	0.294465226	0.304501392	92.12941064
cerrado	85_land_61	42	S_fut	0.129391622	0.056973261	0.006284026	0.268181818	32.06340372	0.287554422	0.332288146	85.27153515
cerrado	85_land_61	47	P_dun	0.123135628	0.055486701	0.005367828	0.285	33.12993153	0.29347098	0.327303196	83.46807202
cerrado	85_land_61	53	D_min	0.12158156	0.046764329	0.005052881	0.3	32.54871726	0.287882904	0.326132037	75.52336645
cerrado	85_land_61	58	P_mot	0.092818265	0.047661075	0.006022743	0.325	32.67282921	0.291599399	0.322231485	73.31522308
cerrado	85_land_61	63	S_fus	0.080067423	0.045212013	0.006023591	0.335714286	32.70620901	0.277671146	0.318732106	69.22709716
cerrado	85_land_61	68	P_pla	0.049790633	0.036974505	0.006291801	0.358333333	31.7122444	0.274519477	0.318443154	65.5000623
cerrado	85_land_61	74	L_pod	0.045277533	0.03105584	0.007044276	0.368421053	28.55070037	0.315931204	0.415877287	57.11541756
cerrado	85_land_61	79	D_nan	0.033427175	0.024686364	0.008246451	0.359375	22.79541446	0.309630088	0.523702811	22.28917821
pantanal	45_clim_41	0	0	0.183471	0.063728	0.006468612	0.2136054	37.46617	0.2949837	0.2619188	686.04
pantanal	45_clim_41	5	E_mat	0.171318578	0.064530409	0.004656706	0.208571429	38.19060257	0.290933675	0.255242475	674.1853366
pantanal	45_clim_41	10	S_con	0.126330819	0.060463055	0.004572728	0.216541353	39.03199988	0.290950491	0.252702325	669.8686169
pantanal	45_clim_41	14	B_pun	0.123548649	0.058719664	0.005802744	0.225396825	39.06739706	0.290004909	0.252203971	665.6634187
pantanal	45_clim_41	19	P_azu	0.121688585	0.061234658	0.004689293	0.230252101	39.45093154	0.289970669	0.252086735	663.4065782
pantanal	45_clim_41	24	P_pla	0.121689614	0.062256707	0.005303189	0.235714286	40.18880362	0.286527759	0.249813553	656.8842333
pantanal	45_clim_41	29	R_ber	0.11795434	0.061393408	0.004988195	0.245714286	40.24529696	0.286374923	0.24887403	652.2995836
pantanal	45_clim_41	33	L_lat	0.117546759	0.052252124	0.00492292	0.255102041	40.21978689	0.286651067	0.250968815	648.4765461
pantanal	45_clim_41	38	D_min	0.109250601	0.05035104	0.005205892	0.265934066	39.99349524	0.284068197	0.254963971	641.3923109
pantanal	45_clim_41	43	T_typ	0.110673658	0.045754596	0.006988674	0.276190476	41.44306966	0.28450082	0.254521436	637.1879247
pantanal	45_clim_41	48	B_ran	0.087457482	0.044281487	0.006022134	0.285714286	41.81089744	0.286378225	0.253416472	629.245413
pantanal	45_clim_41	52	S_fus	0.072577297	0.042051114	0.005735066	0.305714286	42.44249132	0.285171247	0.248460216	621.0721261
pantanal	45_clim_41	57	D_nan	0.06348844	0.043171282	0.005882888	0.297385621	43.86535854	0.269968111	0.276352153	567.5782123
pantanal	45_clim_41	62	R_dip	0.057210003	0.040065424	0.005387983	0.316176471	44.03630043	0.268497926	0.271001367	553.831359
pantanal	45_clim_41	67	L_pod	0.057248164	0.040472943	0.005308166	0.320197044	39.29240549	0.281914689	0.353237245	520.1176258
pantanal	45_clim_41	71	L_fus	0.044641685	0.031828455	0.006367062	0.350574713	40.44225766	0.281666585	0.352295895	513.5686346
pantanal	45_clim_41	76	P_alb	0.030388536	0.027940607	0.005727919	0.392857143	43.02282769	0.280208385	0.354703683	504.6454338
pantanal	45_clim_41	81	S_nas	0.174232473	0.022523658	0.006672419	0.428571429	44.35763889	0.27834466	0.358361636	490.2690422
pantanal	45_clim_61	0	0	0.183471	0.063728	0.006468612	0.2136054	37.46617	0.2949837	0.2619188	686.04
pantanal	45_clim_61	5	E_mat	0.171318578	0.064530409	0.004656706	0.208571429	38.19060257	0.290933675	0.255242475	674.1853366
pantanal	45_clim_61	10	S_con	0.126330819	0.060463055	0.004572728	0.216541353	39.03199988	0.290950491	0.252702325	669.8686169
pantanal	45_clim_61	14	B_pun	0.123548649	0.058719664	0.005802744	0.225396825	39.06739706	0.290004909	0.252203971	665.6634187
pantanal	45_clim_61	19	R_ber	0.118913886	0.057590236	0.005068713	0.233613445	39.2172334	0.289856409	0.251091626	661.3591878
pantanal	45_clim_61	24	P_azu	0.11709416	0.060316564	0.004396658	0.239285714	39.56146127	0.289793527	0.251499493	658.9614777
pantanal	45_clim_61	29	L_lat	0.116442146	0.051468918	0.004338499	0.247619048	39.44268053	0.290056077	0.252755718	655.292392
pantanal	45_clim_61	33	D_min	0.107448686	0.050501527	0.0049908	0.257142857	39.22853325	0.287738006	0.255860337	649.4664176
pantanal	45_clim_61	38	T_typ	0.106957766	0.045210421	0.005008623	0.265934066	39.88819151	0.288123747	0.256013589	645.6480463
pantanal	45_clim_61	43	P_pla	0.110673658	0.045754596	0.006988674	0.276190476	41.44306966	0.28450082	0.254521436	637.1879247
pantanal	45_clim_61	48	B_ran	0.087457482	0.044281487	0.006022134	0.285714286	41.81089744	0.286378225	0.253416472	629.245413
pantanal	45_clim_61	52	D_nan	0.088942649	0.045297839	0.006126759	0.276470588	43.28166745	0.271415865	0.282070674	574.8425927
pantanal	45_clim_61	57	S_fus	0.06348844	0.043171282	0.005882888	0.297385621	43.86535854	0.270021901	0.276352153	567.5782123
pantanal	45_clim_61	62	R_dip	0.057210003	0.040065424	0.005387983	0.316176471	44.03630043	0.268982344	0.271001367	553.831359
pantanal	45_clim_61	67	L_pod	0.057248164	0.040472943	0.005308166	0.320197044	39.29240549	0.282474827	0.353237245	520.1176258
pantanal	45_clim_61	71	L_fus	0.044641685	0.031828455	0.006367062	0.350574713	40.44225766	0.281666585	0.352295895	513.5686346
pantanal	45_clim_61	76	P_alb	0.030388536	0.027940607	0.005727919	0.392857143	43.02282769	0.280208385	0.354703683	504.6454338
pantanal	45_clim_61	81	S_nas	NA	0.022523658	0.006672419	0.428571429	44.35763889	0.27834466	0.358361636	490.2690422
pantanal	85_clim_41	0	0	0.183471	0.063728	0.006468612	0.2136054	37.46617	0.2949837	0.2619188	686.04
pantanal	85_clim_41	5	S_con	0.142281425	0.06023815	0.006395363	0.221428571	38.32093225	0.294750351	0.259972947	681.8318534
pantanal	85_clim_41	10	E_mat	0.126330819	0.060463055	0.004572728	0.216541353	39.03199988	0.290950491	0.252702325	669.8686169
pantanal	85_clim_41	14	B_pun	0.123548649	0.058719664	0.005802744	0.225396825	39.06739706	0.290004909	0.252203971	665.6634187
pantanal	85_clim_41	19	P_azu	0.121688585	0.061234658	0.004689293	0.230252101	39.45093154	0.289970669	0.252086735	663.4065782
pantanal	85_clim_41	24	R_ber	0.11709416	0.060316564	0.004396658	0.239285714	39.56146127	0.289793527	0.251499493	658.9614777
pantanal	85_clim_41	29	P_pla	0.11795434	0.061393408	0.004988195	0.245714286	40.24529696	0.286374923	0.24887403	652.2995836
pantanal	85_clim_41	33	L_lat	0.117546759	0.052252124	0.00492292	0.255102041	40.21978689	0.286651067	0.250968815	648.4765461
pantanal	85_clim_41	38	D_min	0.109250601	0.05035104	0.005205892	0.265934066	39.99349524	0.284068197	0.254963971	641.3923109
pantanal	85_clim_41	43	T_typ	0.110673658	0.045754596	0.006988674	0.276190476	41.44306966	0.28450082	0.254521436	637.1879247
